run,tag,step,value
tcn_100_16_0.001_20230606_023539,training/esr,1623,1.423824667930603
tcn_100_16_0.001_20230606_023539,training/esr,1679,1.3717724084854126
tcn_100_16_0.001_20230606_023539,training/esr,1735,1.3759808540344238
tcn_100_16_0.001_20230606_023539,training/esr,1791,1.390855312347412
tcn_100_16_0.001_20230606_023539,training/esr,1847,1.3638098239898682
tcn_100_16_0.001_20230606_023539,training/esr,1903,1.3339720964431763
tcn_100_16_0.001_20230606_023539,training/esr,1959,1.3405739068984985
tcn_100_16_0.001_20230606_023539,training/esr,2015,1.3446954488754272
tcn_100_16_0.001_20230606_023539,training/esr,2071,1.3658498525619507
tcn_100_16_0.001_20230606_023539,training/esr,2127,1.3624107837677002
tcn_100_16_0.001_20230606_023539,training/esr,2183,1.3855098485946655
tcn_100_16_0.001_20230606_023539,training/esr,2239,1.3735904693603516
tcn_100_16_0.001_20230606_023539,training/esr,2295,1.4081043004989624
tcn_100_16_0.001_20230606_023539,training/esr,2351,1.3760112524032593
tcn_100_16_0.001_20230606_023539,training/esr,2407,1.421644926071167
tcn_100_16_0.001_20230606_023539,training/esr,2463,1.4546122550964355
tcn_100_16_0.001_20230606_023539,training/esr,2519,1.4175188541412354
tcn_100_16_0.001_20230606_023539,training/esr,2575,1.4416700601577759
tcn_100_16_0.001_20230606_023539,training/esr,2631,1.4164040088653564
tcn_100_16_0.001_20230606_023539,training/esr,2687,1.468916654586792
tcn_100_16_0.001_20230606_023539,training/esr,2743,1.422387719154358
tcn_100_16_0.001_20230606_023539,training/esr,2799,1.4138556718826294
tcn_100_16_0.001_20230606_023539,training/esr,2855,1.420227289199829
tcn_100_16_0.001_20230606_023539,training/esr,2911,1.392254114151001
tcn_100_16_0.001_20230606_023539,training/esr,2967,1.3964351415634155
tcn_100_16_0.001_20230606_023539,training/esr,3023,1.4206370115280151
tcn_100_16_0.001_20230606_023539,training/esr,3079,1.3679829835891724
tcn_100_16_0.001_20230606_023539,training/esr,3135,1.3957055807113647
tcn_100_16_0.001_20230606_023539,training/esr,3191,1.3896090984344482
tcn_100_16_0.001_20230606_023539,training/esr,3247,1.3853533267974854
tcn_100_16_0.001_20230606_023539,training/esr,3303,1.4129959344863892
tcn_100_16_0.001_20230606_023539,training/esr,3359,57097.328125
tcn_100_16_0.001_20230606_023539,training/esr,3415,437137.875
tcn_100_16_0.001_20230606_023539,training/esr,3471,62.26553726196289
tcn_100_16_0.001_20230606_023539,training/esr,3527,1.2964375019073486
tcn_100_16_0.001_20230606_023539,training/esr,3583,1.5536202192306519
tcn_100_16_0.001_20230606_023539,training/esr,3639,1.481999158859253
tcn_100_16_0.001_20230606_023539,training/esr,3695,1.4917962551116943
tcn_100_16_0.001_20230606_023539,training/esr,3751,1.4592503309249878
tcn_100_16_0.001_20230606_023539,training/esr,3807,1.4513325691223145
tcn_100_16_0.001_20230606_023539,training/esr,3863,1.4577668905258179
tcn_100_16_0.001_20230606_023539,training/esr,3919,1.4816584587097168
tcn_100_16_0.001_20230606_023539,training/esr,3975,1.47948157787323
tcn_100_16_0.001_20230606_023539,training/esr,4031,1.509990930557251
tcn_100_16_0.001_20230606_023539,training/esr,4087,1.478487253189087
tcn_100_16_0.001_20230606_023539,training/esr,4143,1.4811369180679321
tcn_100_16_0.001_20230606_023539,training/esr,4199,1.4744449853897095
tcn_100_16_0.001_20230606_023539,training/esr,4255,1.8565741777420044
tcn_100_16_0.001_20230606_023539,training/esr,4311,1.4022635221481323
tcn_100_16_0.001_20230606_023539,training/esr,4367,1.4676415920257568
tcn_100_16_0.001_20230606_023539,training/esr,4423,1.6001287698745728
tcn_100_16_0.001_20230606_023539,training/esr,4479,1.4383141994476318
tcn_100_16_0.001_20230606_023539,training/esr,4535,1.4565396308898926
tcn_100_16_0.001_20230606_023539,training/esr,4591,1.4556660652160645
tcn_100_16_0.001_20230606_023539,training/esr,4647,1.4574158191680908
tcn_100_16_0.001_20230606_023539,training/esr,4703,1.4581378698349
tcn_100_16_0.001_20230606_023539,training/esr,4759,1.4605566263198853
tcn_100_16_0.001_20230606_023539,training/esr,4815,1.460737943649292
tcn_100_16_0.001_20230606_023539,training/esr,4871,1.4578558206558228
tcn_100_16_0.001_20230606_023539,training/esr,4927,1.4648220539093018
tcn_100_16_0.001_20230606_023539,training/esr,4983,1.5123529434204102
tcn_100_16_0.001_20230606_023539,training/esr,5039,1.4676048755645752
tcn_100_16_0.001_20230606_023539,training/esr,5095,1.4655202627182007
tcn_100_16_0.001_20230606_023539,training/esr,5151,1.4793400764465332
tcn_100_16_0.001_20230606_023539,training/esr,5207,1.4636971950531006
tcn_100_16_0.001_20230606_023539,training/esr,5263,1.4595974683761597
tcn_100_16_0.001_20230606_023539,training/esr,5319,1.4694768190383911
tcn_100_16_0.001_20230606_023539,training/esr,5375,1.4701977968215942
tcn_100_16_0.001_20230606_023539,training/esr,5431,1.4676053524017334
tcn_100_16_0.001_20230606_023539,training/esr,5487,1.4655578136444092
tcn_100_16_0.001_20230606_023539,training/esr,5543,1.4667738676071167
tcn_100_16_0.001_20230606_023539,training/esr,5599,1.4659945964813232
tcn_100_16_0.001_20230606_023539,training/stft,55,1.6130503416061401
tcn_100_16_0.001_20230606_023539,training/stft,111,1.3646600246429443
tcn_100_16_0.001_20230606_023539,training/stft,167,1.2552303075790405
tcn_100_16_0.001_20230606_023539,training/stft,223,1.2402931451797485
tcn_100_16_0.001_20230606_023539,training/stft,279,1.19764244556427
tcn_100_16_0.001_20230606_023539,training/stft,335,1.174454927444458
tcn_100_16_0.001_20230606_023539,training/stft,391,1.1457383632659912
tcn_100_16_0.001_20230606_023539,training/stft,447,1.1277564764022827
tcn_100_16_0.001_20230606_023539,training/stft,503,1.121772050857544
tcn_100_16_0.001_20230606_023539,training/stft,559,1.1101763248443604
tcn_100_16_0.001_20230606_023539,training/stft,615,1.1637930870056152
tcn_100_16_0.001_20230606_023539,training/stft,671,1.079569935798645
tcn_100_16_0.001_20230606_023539,training/stft,727,1.0746898651123047
tcn_100_16_0.001_20230606_023539,training/stft,783,1.0681633949279785
tcn_100_16_0.001_20230606_023539,training/stft,839,1.0434550046920776
tcn_100_16_0.001_20230606_023539,training/stft,895,1.0440865755081177
tcn_100_16_0.001_20230606_023539,training/stft,951,0.9954115152359009
tcn_100_16_0.001_20230606_023539,training/stft,1007,1.0049266815185547
tcn_100_16_0.001_20230606_023539,training/stft,1063,1.0224896669387817
tcn_100_16_0.001_20230606_023539,training/stft,1119,0.984218955039978
tcn_100_16_0.001_20230606_023539,training/stft,1175,0.9688090085983276
tcn_100_16_0.001_20230606_023539,training/stft,1231,0.9599879384040833
tcn_100_16_0.001_20230606_023539,training/stft,1287,0.972584068775177
tcn_100_16_0.001_20230606_023539,training/stft,1343,0.95594322681427
tcn_100_16_0.001_20230606_023539,training/stft,1399,0.9402389526367188
tcn_100_16_0.001_20230606_023539,training/stft,1455,0.9766747355461121
tcn_100_16_0.001_20230606_023539,training/stft,1511,0.9298403859138489
tcn_100_16_0.001_20230606_023539,training/stft,1567,0.9088190793991089
tcn_100_16_0.001_20230606_023539,training/stft,1623,0.9238110780715942
tcn_100_16_0.001_20230606_023539,training/stft,1679,0.9155600070953369
tcn_100_16_0.001_20230606_023539,training/stft,1735,0.9009857773780823
tcn_100_16_0.001_20230606_023539,training/stft,1791,0.8878705501556396
tcn_100_16_0.001_20230606_023539,training/stft,1847,0.8772921562194824
tcn_100_16_0.001_20230606_023539,training/stft,1903,0.879352331161499
tcn_100_16_0.001_20230606_023539,training/stft,1959,0.8846458792686462
tcn_100_16_0.001_20230606_023539,training/stft,2015,0.9039512872695923
tcn_100_16_0.001_20230606_023539,training/stft,2071,0.8852781057357788
tcn_100_16_0.001_20230606_023539,training/stft,2127,0.880674421787262
tcn_100_16_0.001_20230606_023539,training/stft,2183,1.0037411451339722
tcn_100_16_0.001_20230606_023539,training/stft,2239,0.8855565190315247
tcn_100_16_0.001_20230606_023539,training/stft,2295,0.8674324154853821
tcn_100_16_0.001_20230606_023539,training/stft,2351,0.8654934763908386
tcn_100_16_0.001_20230606_023539,training/stft,2407,0.8589836359024048
tcn_100_16_0.001_20230606_023539,training/stft,2463,0.8425999283790588
tcn_100_16_0.001_20230606_023539,training/stft,2519,0.8517961502075195
tcn_100_16_0.001_20230606_023539,training/stft,2575,0.8446477055549622
tcn_100_16_0.001_20230606_023539,training/stft,2631,0.8464362621307373
tcn_100_16_0.001_20230606_023539,training/stft,2687,0.8455079793930054
tcn_100_16_0.001_20230606_023539,training/stft,2743,0.8533045053482056
tcn_100_16_0.001_20230606_023539,training/stft,2799,0.8417770862579346
tcn_100_16_0.001_20230606_023539,training/stft,2855,0.8329423069953918
tcn_100_16_0.001_20230606_023539,training/stft,2911,0.8522552847862244
tcn_100_16_0.001_20230606_023539,training/stft,2967,0.8449757695198059
tcn_100_16_0.001_20230606_023539,training/stft,3023,0.8416054844856262
tcn_100_16_0.001_20230606_023539,training/stft,3079,0.8234112858772278
tcn_100_16_0.001_20230606_023539,training/stft,3135,0.8185420632362366
tcn_100_16_0.001_20230606_023539,training/stft,3191,0.8223558068275452
tcn_100_16_0.001_20230606_023539,training/stft,3247,0.8584924340248108
tcn_100_16_0.001_20230606_023539,training/stft,3303,0.8313761949539185
tcn_100_16_0.001_20230606_023539,training/stft,3359,21.839250564575195
tcn_100_16_0.001_20230606_023539,training/stft,3415,132.6868438720703
tcn_100_16_0.001_20230606_023539,training/stft,3471,4.496316432952881
tcn_100_16_0.001_20230606_023539,training/stft,3527,2.3629262447357178
tcn_100_16_0.001_20230606_023539,training/stft,3583,2.1657321453094482
tcn_100_16_0.001_20230606_023539,training/stft,3639,1.9904282093048096
tcn_100_16_0.001_20230606_023539,training/stft,3695,1.9041310548782349
tcn_100_16_0.001_20230606_023539,training/stft,3751,1.729069471359253
tcn_100_16_0.001_20230606_023539,training/stft,3807,1.7014256715774536
tcn_100_16_0.001_20230606_023539,training/stft,3863,1.628541350364685
tcn_100_16_0.001_20230606_023539,training/stft,3919,1.5888230800628662
tcn_100_16_0.001_20230606_023539,training/stft,3975,1.556706190109253
tcn_100_16_0.001_20230606_023539,training/stft,4031,1.5730657577514648
tcn_100_16_0.001_20230606_023539,training/stft,4087,1.5080888271331787
tcn_100_16_0.001_20230606_023539,training/stft,4143,1.4963338375091553
tcn_100_16_0.001_20230606_023539,training/stft,4199,1.4880179166793823
tcn_100_16_0.001_20230606_023539,training/stft,4255,1.669310212135315
tcn_100_16_0.001_20230606_023539,training/stft,4311,1.5236947536468506
tcn_100_16_0.001_20230606_023539,training/stft,4367,1.4309320449829102
tcn_100_16_0.001_20230606_023539,training/stft,4423,1.635077714920044
tcn_100_16_0.001_20230606_023539,training/stft,4479,1.4657090902328491
tcn_100_16_0.001_20230606_023539,training/stft,4535,1.3774981498718262
tcn_100_16_0.001_20230606_023539,training/stft,4591,1.3695101737976074
tcn_100_16_0.001_20230606_023539,training/stft,4647,1.3628169298171997
tcn_100_16_0.001_20230606_023539,training/stft,4703,1.3603184223175049
tcn_100_16_0.001_20230606_023539,training/stft,4759,1.3582175970077515
tcn_100_16_0.001_20230606_023539,training/stft,4815,1.3542324304580688
tcn_100_16_0.001_20230606_023539,training/stft,4871,1.352665662765503
tcn_100_16_0.001_20230606_023539,training/stft,4927,1.35280179977417
tcn_100_16_0.001_20230606_023539,training/stft,4983,1.4073467254638672
tcn_100_16_0.001_20230606_023539,training/stft,5039,1.4026838541030884
tcn_100_16_0.001_20230606_023539,training/stft,5095,1.347082495689392
tcn_100_16_0.001_20230606_023539,training/stft,5151,1.350332260131836
tcn_100_16_0.001_20230606_023539,training/stft,5207,1.336670994758606
tcn_100_16_0.001_20230606_023539,training/stft,5263,1.3319249153137207
tcn_100_16_0.001_20230606_023539,training/stft,5319,1.3317468166351318
tcn_100_16_0.001_20230606_023539,training/stft,5375,1.3297957181930542
tcn_100_16_0.001_20230606_023539,training/stft,5431,1.3295159339904785
tcn_100_16_0.001_20230606_023539,training/stft,5487,1.3273446559906006
tcn_100_16_0.001_20230606_023539,training/stft,5543,1.3271408081054688
tcn_100_16_0.001_20230606_023539,training/stft,5599,1.3271489143371582
tcn_100_16_0.001_20230606_023539,validation/esr,55,1.7611271142959595
tcn_100_16_0.001_20230606_023539,validation/esr,111,1.534892201423645
tcn_100_16_0.001_20230606_023539,validation/esr,167,1.7730779647827148
tcn_100_16_0.001_20230606_023539,validation/esr,223,1.382074236869812
tcn_100_16_0.001_20230606_023539,validation/esr,279,1.591813087463379
tcn_100_16_0.001_20230606_023539,validation/esr,335,1.3655728101730347
tcn_100_16_0.001_20230606_023539,validation/esr,391,1.3602949380874634
tcn_100_16_0.001_20230606_023539,validation/esr,447,1.550283670425415
tcn_100_16_0.001_20230606_023539,validation/esr,503,1.542757511138916
tcn_100_16_0.001_20230606_023539,validation/esr,559,1.444553017616272
tcn_100_16_0.001_20230606_023539,validation/esr,615,1.5284998416900635
tcn_100_16_0.001_20230606_023539,validation/esr,671,1.5691609382629395
tcn_100_16_0.001_20230606_023539,validation/esr,727,1.641066551208496
tcn_100_16_0.001_20230606_023539,validation/esr,783,1.5462180376052856
tcn_100_16_0.001_20230606_023539,validation/esr,839,1.4174778461456299
tcn_100_16_0.001_20230606_023539,validation/esr,895,1.535963535308838
tcn_100_16_0.001_20230606_023539,validation/esr,951,1.3926976919174194
tcn_100_16_0.001_20230606_023539,validation/esr,1007,1.6195883750915527
tcn_100_16_0.001_20230606_023539,validation/esr,1063,1.4899190664291382
tcn_100_16_0.001_20230606_023539,validation/esr,1119,1.3126198053359985
tcn_100_16_0.001_20230606_023539,validation/esr,1175,1.3147720098495483
tcn_100_16_0.001_20230606_023539,validation/esr,1231,1.515669345855713
tcn_100_16_0.001_20230606_023539,validation/esr,1287,1.3804209232330322
tcn_100_16_0.001_20230606_023539,validation/esr,1343,1.5377204418182373
tcn_100_16_0.001_20230606_023539,validation/esr,1399,1.5143557786941528
tcn_100_16_0.001_20230606_023539,validation/esr,1455,1.4425969123840332
tcn_100_16_0.001_20230606_023539,validation/esr,1511,1.4724550247192383
tcn_100_16_0.001_20230606_023539,validation/esr,1567,1.3825329542160034
tcn_100_16_0.001_20230606_023539,validation/esr,1623,1.4723817110061646
tcn_100_16_0.001_20230606_023539,validation/esr,1679,1.3794915676116943
tcn_100_16_0.001_20230606_023539,validation/esr,1735,1.4444659948349
tcn_100_16_0.001_20230606_023539,validation/esr,1791,1.4532800912857056
tcn_100_16_0.001_20230606_023539,validation/esr,1847,1.3088997602462769
tcn_100_16_0.001_20230606_023539,validation/esr,1903,1.3448017835617065
tcn_100_16_0.001_20230606_023539,validation/esr,1959,1.4649934768676758
tcn_100_16_0.001_20230606_023539,validation/esr,2015,1.3224425315856934
tcn_100_16_0.001_20230606_023539,validation/esr,2071,1.2694300413131714
tcn_100_16_0.001_20230606_023539,validation/esr,2127,1.4660950899124146
tcn_100_16_0.001_20230606_023539,validation/esr,2183,1.4323489665985107
tcn_100_16_0.001_20230606_023539,validation/esr,2239,1.434299349784851
tcn_100_16_0.001_20230606_023539,validation/esr,2295,1.4501008987426758
tcn_100_16_0.001_20230606_023539,validation/esr,2351,1.4370006322860718
tcn_100_16_0.001_20230606_023539,validation/esr,2407,1.4132319688796997
tcn_100_16_0.001_20230606_023539,validation/esr,2463,1.4751489162445068
tcn_100_16_0.001_20230606_023539,validation/esr,2519,1.4951003789901733
tcn_100_16_0.001_20230606_023539,validation/esr,2575,1.402431607246399
tcn_100_16_0.001_20230606_023539,validation/esr,2631,1.4419561624526978
tcn_100_16_0.001_20230606_023539,validation/esr,2687,1.5060389041900635
tcn_100_16_0.001_20230606_023539,validation/esr,2743,1.4500820636749268
tcn_100_16_0.001_20230606_023539,validation/esr,2799,1.4383573532104492
tcn_100_16_0.001_20230606_023539,validation/esr,2855,1.4255363941192627
tcn_100_16_0.001_20230606_023539,validation/esr,2911,1.4573382139205933
tcn_100_16_0.001_20230606_023539,validation/esr,2967,1.4116309881210327
tcn_100_16_0.001_20230606_023539,validation/esr,3023,1.3779219388961792
tcn_100_16_0.001_20230606_023539,validation/esr,3079,1.3984241485595703
tcn_100_16_0.001_20230606_023539,validation/esr,3135,1.4034050703048706
tcn_100_16_0.001_20230606_023539,validation/esr,3191,1.345106840133667
tcn_100_16_0.001_20230606_023539,validation/esr,3247,1.448861002922058
tcn_100_16_0.001_20230606_023539,validation/esr,3303,1.340021014213562
tcn_100_16_0.001_20230606_023539,validation/esr,3359,63770.984375
tcn_100_16_0.001_20230606_023539,validation/esr,3415,171.929931640625
tcn_100_16_0.001_20230606_023539,validation/esr,3471,1.2102303504943848
tcn_100_16_0.001_20230606_023539,validation/esr,3527,1.7258758544921875
tcn_100_16_0.001_20230606_023539,validation/esr,3583,1.4279776811599731
tcn_100_16_0.001_20230606_023539,validation/esr,3639,1.48974609375
tcn_100_16_0.001_20230606_023539,validation/esr,3695,1.5241292715072632
tcn_100_16_0.001_20230606_023539,validation/esr,3751,1.5047096014022827
tcn_100_16_0.001_20230606_023539,validation/esr,3807,1.5584933757781982
tcn_100_16_0.001_20230606_023539,validation/esr,3863,1.523873209953308
tcn_100_16_0.001_20230606_023539,validation/esr,3919,1.5946111679077148
tcn_100_16_0.001_20230606_023539,validation/esr,3975,1.553563117980957
tcn_100_16_0.001_20230606_023539,validation/esr,4031,1.5693849325180054
tcn_100_16_0.001_20230606_023539,validation/esr,4087,1.5439049005508423
tcn_100_16_0.001_20230606_023539,validation/esr,4143,1.5574034452438354
tcn_100_16_0.001_20230606_023539,validation/esr,4199,1.5556443929672241
tcn_100_16_0.001_20230606_023539,validation/esr,4255,2.078111171722412
tcn_100_16_0.001_20230606_023539,validation/esr,4311,1.4997785091400146
tcn_100_16_0.001_20230606_023539,validation/esr,4367,1.5342929363250732
tcn_100_16_0.001_20230606_023539,validation/esr,4423,1.536389708518982
tcn_100_16_0.001_20230606_023539,validation/esr,4479,1.5223573446273804
tcn_100_16_0.001_20230606_023539,validation/esr,4535,1.513650894165039
tcn_100_16_0.001_20230606_023539,validation/esr,4591,1.5128165483474731
