Sample Index,dry_DC,wet_DC,SNR
109,5.168188295101572e-07,-1.4770915868211887e-07,-5.4913434982299805
110,-6.540417416545097e-07,-4.3555627371461014e-07,0.4398043751716614
111,1.1046596455344115e-06,2.7929252155445283e-06,-2.0110981464385986
112,-8.460506819574221e-07,2.0550376120809233e-06,0.9822125434875488
113,-1.3605761068902211e-06,5.889753538212972e-07,-1.3864526748657227
114,-1.7627212400839198e-07,8.591110827183002e-07,0.7130271792411804
115,-5.346615807866328e-07,3.588837103052356e-07,-0.7015473246574402
116,1.2083444289601175e-07,6.955500430194661e-05,-2.7755508422851562
117,1.3014346222917084e-06,-2.8468784663004953e-08,-2.2546427249908447
118,2.2952388007979607e-06,-1.7307465682847578e-08,-3.7822234630584717
119,7.269084676408966e-07,-1.7196126123053546e-07,1.7019989490509033
120,9.31297449824342e-07,-2.279368374047408e-07,-1.5383825302124023
121,-1.0779686476780626e-07,-5.392527668846014e-07,-2.2489986419677734
122,-1.348020077784895e-06,-1.3617793115372478e-07,5.843816757202148
123,-5.42382440471556e-06,1.5291544741558027e-07,2.150590181350708
124,1.3936213463239255e-06,0.00037561848876066506,1.3851165771484375
125,-7.906400014690007e-07,2.8783270522581006e-07,-3.57000470161438
126,-1.7886567320601898e-06,-5.2995048349657736e-08,-2.3384718894958496
127,-5.147857677911816e-07,-8.811800216790289e-05,2.9191229343414307
128,-1.8820255718310364e-05,-1.947581829142564e-08,-1.2084136009216309
129,-1.5675085478505935e-06,1.0243988981528673e-06,-1.8558107614517212
130,-2.9767338673991617e-06,7.793959753144009e-07,-2.61500883102417
131,-7.059877020765271e-07,-1.5949977978380048e-06,-3.81227445602417
132,-2.030439645750448e-06,-6.295256298471941e-07,4.3224639892578125
133,-4.338551207183627e-06,0.002045457949861884,3.4149885177612305
134,-1.9742585664062062e-06,-1.5334750003148656e-07,-2.431506633758545
135,-7.163631039475149e-07,-3.9419433051079977e-07,-3.735814332962036
136,-2.769318825812661e-06,1.4539398307533702e-07,-0.8419890403747559
137,-2.6856363888327905e-07,-1.91036747310136e-06,-4.0352935791015625
138,-1.925144715642091e-06,6.113742756497231e-07,0.5937012434005737
139,2.0538340095299645e-07,-6.970050890231505e-05,-2.100125789642334
140,-6.73691715746827e-07,-2.9435312853820506e-07,0.28775754570961
141,-3.952741280954797e-06,2.158756387871108e-06,-1.0791480541229248
142,-4.208311565889744e-07,2.2741033944839728e-08,-2.457632303237915
143,-1.193319462799991e-06,1.9729607174667763e-06,-2.93461275100708
144,-2.020894953602692e-06,1.6974880736597697e-06,-3.1420860290527344
145,4.162691311648814e-06,9.79975311565795e-07,-0.7569413781166077
146,6.39764607512916e-07,2.8674955743213104e-08,1.993467926979065
147,-6.347028715936176e-07,-2.696488536457764e-06,-1.772301435470581
148,-1.3040390456353634e-07,3.7812964137629024e-07,1.7449860572814941
149,5.170984877622686e-06,-9.765150110752074e-08,-3.809875249862671
150,1.7748139953255304e-06,5.433225283013599e-07,-0.17220602929592133
151,4.173791978701047e-07,-1.9979907506240124e-07,2.27730655670166
152,-1.7141769603767898e-06,1.2794998838216998e-06,-2.1988682746887207
153,2.8610238587134518e-06,1.139355504164996e-06,-3.2061543464660645
154,1.7508305916180689e-07,4.755181848281609e-08,-0.6053695678710938
155,6.921086423972156e-07,-1.1792764098572661e-06,-1.9640283584594727
156,-2.469066657795338e-07,-4.89081230625743e-07,-1.0019274950027466
157,-1.3943575538633013e-07,8.107068651952432e-07,3.8107361793518066
158,2.638730393300648e-06,0.0017344511579722166,2.203022003173828
159,-3.269525223004166e-06,-1.4831684325145034e-07,-2.7009568214416504
160,-4.876982302448596e-07,7.501142249566328e-07,-3.6590723991394043
161,-8.67146070504532e-07,9.390461741531908e-07,-1.5112636089324951
162,1.302301370742498e-06,8.560218702768907e-07,-2.8292620182037354
163,-6.919801194271713e-07,-6.342366987155401e-07,-0.12383484095335007
164,-6.5149329202540684e-06,-6.62424142205964e-08,-0.3294152319431305
165,-4.721168352261884e-06,-1.2397603654790146e-07,1.2731235027313232
166,-6.566308456967818e-07,2.3930124370963313e-07,-0.5226943492889404
167,-9.203618560604809e-07,5.609446134258178e-07,0.8990465998649597
168,4.500571776588913e-06,-4.009007170679979e-07,-1.220081090927124
169,3.663750931082177e-06,-4.225464067530993e-07,0.7375887036323547
170,8.886531190910318e-07,1.0806345329683609e-07,-1.3327534198760986
171,-1.3431529168883571e-06,-7.008272291386675e-07,0.8043186664581299
172,5.564251637224515e-07,-1.1961077461819514e-06,-3.2574985027313232
173,-2.815090169860923e-07,-8.944061136162418e-08,3.0616421699523926
174,1.371605264921527e-07,-1.2773540447597043e-06,-3.74845552444458
175,8.416687791168442e-08,3.501530727589852e-06,-2.12956166267395
176,9.638024494051933e-07,-1.9609439050327637e-07,1.7970895767211914
177,3.9175989741124795e-07,1.693399667601625e-06,-3.248447895050049
178,-3.932292202080134e-06,0.00031280762050300837,-0.4866645038127899
179,-4.826145413971972e-06,3.177779603902309e-07,-3.501434803009033
180,-1.847765361162601e-06,1.171585836345912e-06,0.5888957381248474
181,2.4857724838511785e-06,4.726753033423847e-08,1.1726175546646118
182,-3.5224993553129025e-06,5.842187533744436e-07,-3.129441976547241
183,9.603986654838081e-07,3.501711205444735e-07,-0.05212831869721413
184,-5.355286134545167e-07,2.7707358185580233e-07,-3.0398035049438477
185,-3.1453562314709416e-06,3.6098109035265225e-07,2.3300065994262695
186,-7.765207215015835e-07,-0.00010345726332161576,0.18005745112895966
187,-8.332677907674224e-07,9.623356334031996e-09,3.2778186798095703
188,2.9178690965636633e-06,-9.597853249943e-07,-0.43903398513793945
189,-1.579863919687341e-06,7.510013801947935e-07,-2.8129868507385254
190,1.0861784858207102e-06,1.4836494983683224e-06,-2.803812026977539
191,2.0414004211488646e-06,-1.2115973504478461e-06,-1.0230379104614258
192,-1.5317788211177685e-06,-7.989747814463044e-07,3.744295835494995
193,8.10133542472613e-07,-1.2366008661501837e-07,-2.8522231578826904
194,-3.160261599077785e-07,4.5524036096367126e-08,0.19980870187282562
195,-2.36718278756598e-06,6.18064007085195e-07,-0.4377514123916626
196,6.065629349905066e-07,-5.125394295646402e-07,2.268193244934082
197,-6.113103836469236e-07,-4.4694152734336967e-07,0.8363229036331177
198,1.2489468872445286e-06,-1.0556522056504036e-06,1.356347918510437
199,-5.766842605225975e-06,-1.6600554317847127e-06,-2.282958745956421
200,1.5778495026097517e-06,-1.3712162854062626e-06,0.6367207169532776
201,3.494555187444348e-07,4.6693255484342444e-08,0.29681459069252014
202,-1.754174604684522e-06,-3.783908084642462e-07,2.407335042953491
203,-6.982814397815673e-07,4.320172553029522e-10,2.798099994659424
204,-4.7451389946218114e-06,-4.280894074781827e-07,-0.7903661727905273
205,-3.3690967029542662e-06,-1.6068410104708164e-06,-1.8170537948608398
206,1.1731963240890764e-06,2.0813788523810217e-06,-3.7084200382232666
207,-3.567567773643532e-06,-9.763463140188833e-07,0.4676060676574707
208,2.1897433271078626e-06,6.345880683511496e-05,-2.7486519813537598
209,6.0062390616622e-08,4.837335865204295e-08,3.493103504180908
210,6.420075351343257e-06,-3.850345251521503e-07,-2.735609531402588
211,-4.2637250885491085e-07,2.1244504466721992e-07,-1.4408526420593262
212,5.0256871872988995e-06,-0.0023381884675472975,1.6573927402496338
213,-1.9829888060485246e-06,7.198644880190841e-07,-1.0818301439285278
214,-1.4973405768614612e-06,-4.89976002882031e-07,-2.8974337577819824
215,-2.7684479846357135e-06,-6.186724590406811e-07,-1.3178938627243042
216,1.6887593119463418e-06,-1.2494740353474754e-08,-0.19876113533973694
217,3.4286594541299564e-07,-7.807568067619286e-07,-0.09766878187656403
218,2.416280040051788e-06,-1.0940732863673475e-05,-3.3995308876037598
219,-3.766454710785183e-06,1.4286199530033628e-06,-0.7213547825813293
220,-2.321273086636211e-06,-7.732178914920951e-07,-0.47189369797706604
221,-1.156973894467228e-06,2.0069856532245467e-07,-3.8722870349884033
222,-8.846009222907014e-07,0.0001265673345187679,-2.994568109512329
223,-7.655662557226606e-07,-7.488916509146293e-08,1.7881555557250977
224,-5.524860625882866e-06,5.232030275692523e-07,-2.194911479949951
225,3.3132172916339186e-07,-2.140955075446982e-06,-0.429116815328598
226,1.2098560091544641e-06,5.457946272713343e-08,2.6835618019104004
227,-6.942773779883282e-06,0.0005992621881887317,2.2449495792388916
228,-5.015867827751208e-06,-5.441883672574477e-07,1.003106713294983
229,-3.2836860555107705e-06,-6.678225190626108e-07,-2.726611852645874
230,5.961488795946934e-07,3.182711054705578e-07,-4.66989803314209
231,1.0566462833594414e-06,-1.0265206356052659e-06,0.36287936568260193
232,1.7090142137021758e-06,4.295321105018957e-06,-1.7007203102111816
233,-1.2868791827713721e-06,-2.521926205645286e-07,0.8004680275917053
234,-7.66670325447194e-07,-2.725344359078008e-07,0.5448628067970276
235,-3.467709674964681e-08,7.182020453910809e-07,-1.5959042310714722
236,-4.0577072013547877e-07,-0.0005362482042983174,4.794253349304199
237,-5.37496077868127e-07,-1.6057980189998489e-07,-2.008721351623535
238,2.5752522105904063e-06,2.3603253794135526e-05,1.7500842809677124
239,-1.4042598195374012e-07,1.13577812044241e-06,-2.7496590614318848
240,4.757661287158044e-08,-2.498281048701756e-07,3.1786184310913086
241,2.0514446532615693e-06,-7.938645012472989e-07,0.0070213256403803825
242,-5.208077027418767e-07,-9.963641787180677e-07,-0.43670105934143066
243,-1.0856772405531956e-06,4.9366451548849e-07,1.6824603080749512
244,-8.707190772838658e-07,7.187086339399684e-07,-0.9483004212379456
245,-1.0152505183214089e-06,-2.0899938135698903e-07,0.698434054851532
246,5.571693009187584e-07,3.7928217011540255e-07,-1.3749704360961914
247,-2.653466026458773e-06,-1.5947712199704256e-06,1.543053388595581
248,-4.207538950140588e-06,1.001187456495245e-06,-2.031463623046875
249,-9.89540808404854e-07,1.184619350169669e-06,-0.5106801390647888
250,-3.2563220884185284e-06,-2.7896919618797256e-06,-2.644622564315796
251,-3.7211621020105667e-06,0.000267146184341982,-2.9263899326324463
252,-1.5677034070904483e-06,-3.847522020805627e-05,-2.3435471057891846
253,-6.14303644397296e-06,-5.506877869265736e-07,-1.427596092224121
254,3.8146345104905777e-07,4.904906631963968e-07,-2.11588191986084
255,1.2737605459278711e-07,-7.650360771549458e-07,0.18532070517539978
256,-1.6795818282844266e-06,0.0001270496577490121,0.13993002474308014
257,1.21364746519248e-06,-4.318333139963215e-07,3.0283820629119873
258,-4.155504484515404e-06,6.998683943493234e-07,-2.2441933155059814
259,4.472811269806698e-06,1.102468800695533e-07,-1.6478239297866821
260,4.1364236835761403e-07,-2.3055723374909576e-07,-0.7994128465652466
261,-1.350270622424432e-06,7.721433803453692e-07,-1.3385083675384521
262,1.2806902986994828e-06,-2.1402025041084016e-08,0.2853803038597107
263,-9.342292628389259e-07,-6.159249892334628e-07,-1.0935335159301758
264,7.809591693330731e-07,2.1139706518624735e-07,0.26930829882621765
265,-7.848737482163415e-07,4.130593822537776e-07,5.54647159576416
266,-1.6751620250943233e-06,1.020519789562968e-06,-4.272631645202637
267,-9.332857757726742e-07,1.2509518398928776e-07,-0.5004497766494751
268,-3.089250526500109e-07,1.0979926656773387e-07,-0.6629753708839417
269,1.6600023400314967e-06,-2.6562018362596973e-08,-4.276780128479004
270,6.504245106953022e-07,-3.065818532377307e-07,-0.500431478023529
271,-8.365213943761773e-07,1.4911533696704282e-07,-2.633279800415039
272,-8.806754863144306e-07,2.8109477625548607e-06,-1.9591727256774902
273,-2.672136645287537e-07,1.61777947482733e-07,-1.314246654510498
274,-1.4946423334549763e-06,1.2302798495511524e-06,5.187754154205322
275,1.4072801377551514e-06,-9.946892021162057e-08,-4.374839782714844
276,-1.7555290696691372e-06,-3.3515999575683963e-07,1.0457382202148438
277,1.2129526112403255e-06,1.9219297087147424e-07,0.6787634491920471
278,-5.565854053202202e-07,-6.123897833276715e-07,-0.34253981709480286
279,-7.543065407844551e-07,1.1119153668914805e-06,-4.223707675933838
280,5.905760858126996e-08,2.2696979158354225e-06,-2.2163302898406982
281,-1.044272494254983e-06,-1.3195626706874464e-06,-3.811142921447754
282,3.670239721031976e-07,3.865198294761285e-08,-2.981289863586426
283,2.716356220844318e-06,-7.340661341004306e-07,1.7409824132919312
284,-2.8665031095442828e-06,4.6425964228546945e-07,-4.017181873321533
285,-4.9521245273354e-06,-9.085121632779192e-07,-2.846357822418213
286,-6.442819540097844e-07,1.2812290606234455e-06,-2.1390762329101562
287,-1.353936681880441e-06,1.8801241594701423e-06,-1.4042587280273438
288,-4.867413281317567e-07,8.211359272536356e-07,-1.33079195022583
289,-3.94803873859928e-06,-1.208850221701141e-06,-1.105122447013855
290,4.2297224922549503e-07,-7.867910767345165e-07,0.6510268449783325
291,-1.1357218454577378e-06,1.6933493895976426e-07,-0.7068678140640259
292,6.751662340320763e-07,3.6433303307603637e-07,2.7210116386413574
293,-1.673735710028268e-07,-3.654044178347249e-07,-0.8520252108573914
294,-1.8266472068262374e-07,3.3437685488024727e-05,-2.6783955097198486
295,3.5657258194987662e-06,3.792560619331198e-06,-1.6469687223434448
296,1.7052889234037139e-07,-5.213607892073924e-07,0.30008676648139954
297,-6.815424967498984e-06,0.00029395814635790884,5.0280070304870605
298,2.167933189411997e-06,-5.749520823883358e-07,0.41423097252845764
299,-9.505732236902986e-07,1.3026888154854532e-06,-1.8525865077972412
300,1.4157663486003003e-07,1.0705341537686763e-06,-1.3512070178985596
301,-2.553148306105868e-06,2.252315169926078e-07,0.10996367782354355
302,-7.409192676277598e-06,1.9132266970700584e-05,0.6422087550163269
303,1.4923904245733866e-06,1.2956792083684832e-08,1.919932246208191
304,-2.1915393517701887e-06,-1.3800128044749727e-06,-0.7542310953140259
305,9.286571298616764e-07,-6.121518367763201e-07,1.3601809740066528
306,7.946565574457054e-07,9.083312875191041e-07,2.4386003017425537
307,-7.007813564996468e-07,-9.645139016356552e-07,1.0067116022109985
308,4.891054686595453e-06,5.407158596426598e-07,3.1233668327331543
309,2.069197535092826e-06,3.143432536489854e-07,2.4086997509002686
310,1.0727019628120615e-07,-3.589474886211974e-07,-1.1864039897918701
311,-2.3710206278337864e-06,1.0380194908066187e-06,-5.153379917144775
312,1.8427092527417699e-06,-6.263782097448711e-07,-4.061087131500244
313,5.600657573268109e-07,-2.1613342937598645e-07,-2.4388394355773926
314,2.9631704023813654e-07,-1.442134021090169e-06,-1.9013346433639526
315,-1.643928726480226e-06,5.617622491627117e-07,-4.108145713806152
316,1.3242456589068752e-06,0.0004209799808450043,-2.9289121627807617
317,5.204007038628333e-07,6.075811711525603e-07,-2.0624027252197266
318,-8.018305379664525e-07,-5.589607212641567e-07,-0.5559120178222656
319,-1.170717155218881e-06,1.901173902751907e-07,-2.327310085296631
320,-1.436222305528645e-06,-1.999178039113758e-06,-0.17199084162712097
321,5.294254634691242e-08,1.346400182455909e-07,5.364912986755371
322,-5.808016112496261e-07,-1.6939291072048945e-06,-5.796576499938965
323,1.2825327075915993e-06,4.510046114347688e-09,2.9677975177764893
324,1.9580666048568673e-06,7.693638082173493e-08,0.1806037873029709
325,-1.2100581159302237e-07,3.479371173398249e-07,2.9152252674102783
326,-1.7780731695893337e-06,1.903687341098248e-08,-1.6639735698699951
327,-5.888046871405095e-06,6.469167033174017e-07,-3.6675925254821777
328,4.733258265332552e-06,-2.1609778286801884e-06,2.240504026412964
329,-3.82950524624448e-08,2.1284213502781313e-08,-0.9780234098434448
330,5.382772087614285e-06,-1.6951212273852434e-06,-2.933274269104004
331,-2.715860091484501e-06,-3.9378130622935714e-07,2.4857017993927
332,8.825915642773907e-07,3.702100457303459e-07,-2.4166998863220215
333,3.8001533084752737e-06,-2.1306761482264847e-05,-3.1998353004455566
334,3.1534609661321156e-06,-0.0005032689077779651,3.226163864135742
335,-1.8200491922470974e-06,-6.28848567885143e-07,-0.09232127666473389
336,-4.866486165155948e-07,-8.04947944743617e-07,-4.209297180175781
337,-1.1677038855850697e-06,-5.217573857407842e-07,0.23843659460544586
338,-2.695014700293541e-08,-8.55613038197589e-08,-2.209322690963745
339,5.100779389977106e-07,1.8508831090002786e-06,3.033759593963623
340,3.1988888622436207e-06,2.4171979475795524e-06,-3.395535707473755
341,-1.1803668940046919e-06,-2.3202653665066464e-06,-2.523573637008667
342,-7.386659035546472e-07,1.6899127786018653e-07,-2.994878053665161
343,1.6930224546740646e-06,-7.490169764423626e-07,0.9850884675979614
344,-2.1208784346526954e-06,1.0217819408353535e-06,2.1359269618988037
345,3.022900898486114e-07,1.7058684989024187e-06,-2.294795274734497
346,2.630908966239076e-06,-8.592899121140363e-07,-1.06468665599823
347,6.239861249923706e-08,1.3647156720253406e-06,-4.994405269622803
348,-4.835510480916128e-07,1.426540592319725e-07,-2.5423643589019775
349,-2.52652512244822e-06,-3.836161255321713e-08,-2.0467755794525146
350,-2.103249926221906e-06,-7.672044830542291e-07,-0.050601474940776825
351,-1.1263508667980204e-06,-6.743935045960825e-07,-1.2532347440719604
352,1.079243816093367e-06,4.490795504352718e-07,0.13136130571365356
353,-5.127508302393835e-07,-4.4969468149247405e-07,-1.270055890083313
354,-4.477750735532027e-06,-1.021763750941318e-06,-2.274198055267334
355,1.5014037444416317e-06,-6.534307885885937e-07,-2.1304104328155518
356,-2.130745087924879e-06,4.7667231228842866e-07,-4.751692771911621
357,1.7409105339538655e-06,2.1944323691514e-07,-2.8387694358825684
358,1.2937977089677588e-06,1.8398871759472968e-07,-4.0956830978393555
359,-1.721542844279611e-06,1.5447707824023382e-07,2.1782705783843994
360,-3.6264332266000565e-06,1.639127766850379e-08,-2.9693796634674072
361,-1.7008294435072457e-06,9.041978277224416e-10,-0.3885626196861267
362,4.6125333597046847e-07,3.6016456306242617e-07,1.571860909461975
363,-4.018582444587082e-07,-8.958708690443018e-07,-1.3046038150787354
364,-2.2832566628494533e-06,3.03411616187077e-06,-3.2241411209106445
365,-2.4730795757932356e-06,-5.405044589679164e-07,-7.270890235900879
366,2.0793047497136286e-06,8.229923196267919e-07,-1.2841678857803345
367,2.5530455332045676e-06,8.631599826003367e-07,-0.7952314615249634
368,7.131546908567543e-07,4.1233386127714766e-07,0.018979476764798164
369,-7.950309850457415e-07,3.761847722216771e-07,0.3138141632080078
370,3.2419579838460777e-06,7.812010380803258e-07,-1.9920533895492554
371,-4.9736740947992075e-06,-8.06953892151796e-07,1.7746387720108032
372,-1.557357620640687e-08,1.2750197129207663e-06,-2.7636001110076904
373,-8.291611663935328e-08,5.196777692617616e-07,-0.9244230389595032
374,-1.3016563116252655e-06,3.1723641313874396e-07,-0.6304856538772583
375,-4.487916612561094e-06,-1.0127448604180245e-06,-1.5483369827270508
376,1.149070499195659e-06,-9.74409090304107e-07,-0.9403741359710693
377,-1.5941448054945795e-06,5.217653153977153e-08,0.4788692593574524
378,1.389358089909365e-06,6.1050121757944e-07,-2.6834287643432617
379,5.034340574638918e-06,-2.3032137619338755e-07,-3.049220085144043
380,4.282477448214195e-07,1.8626510609465186e-06,-0.7194617986679077
381,-1.4871097846480552e-06,5.231527779869793e-07,-2.4834024906158447
382,-9.24823234527139e-06,-2.5036987949533795e-07,1.1092772483825684
383,-3.269808246386674e-07,1.1272230722170207e-06,-2.353422164916992
384,-3.1703336844657315e-07,-2.530731819661014e-07,-2.5285484790802
385,-1.4373920294019626e-06,-0.00021329772425815463,3.2686519622802734
386,-3.110844545517466e-06,9.496308734924241e-07,0.8072240352630615
387,5.531661827262724e-06,-3.207080396805395e-07,-0.9953212738037109
388,-2.990860892282399e-08,-9.353592531624599e-07,1.1817082166671753
389,-8.2489452779555e-07,6.167461492623261e-07,-1.1393041610717773
390,-8.558826607441006e-07,2.5794898306230607e-07,-1.2725176811218262
391,-2.052597665169742e-07,4.5587658092927086e-08,1.4696968793869019
392,-7.970845103955071e-07,-2.220185933765606e-06,-2.4000802040100098
393,-1.1563505495360005e-06,4.6360190708583104e-07,-1.1962199211120605
394,-1.6410481293860357e-06,0.00040510916733182967,2.364955186843872
