Sample Index,DC Offset,SNR
0,9.666987352829892e-06,3.1423583095602226e-06,2.704070568084717
1,-1.9490744307404384e-05,2.6267866815032903e-07,-1.3238013982772827
2,1.4253103472583462e-05,-1.3760526940131967e-07,1.2606531381607056
3,3.88024182029767e-06,4.824767643185623e-07,2.089832067489624
4,-5.072789008409018e-06,-3.7497777327644144e-08,1.464034080505371
5,8.234219421865419e-06,5.932882345405233e-07,0.5626676678657532
6,6.420273166440893e-06,6.300588211161084e-07,-5.640284538269043
7,-2.8213491987116868e-06,3.2999167842717725e-07,3.224501609802246
8,4.2683977881097235e-06,-8.77286993272719e-07,4.770905017852783
9,-1.7735038682076265e-06,-3.9400656959287517e-08,0.04631531983613968
10,6.761276381439529e-06,1.3504077855941432e-07,0.3438289165496826
11,4.483371867536334e-06,4.713927808097651e-07,-2.9859557151794434
12,3.0081491786404513e-06,-1.7982283679884858e-06,3.1161630153656006
13,-4.671400347433519e-06,-6.312295681709656e-07,-0.37758928537368774
14,4.9610709538683295e-05,-2.4566716092522256e-06,-9.906367301940918
15,2.5080320483539253e-05,-2.4449893771816278e-06,6.895600318908691
16,8.424455700151157e-06,-5.803858016406593e-07,2.9801125526428223
17,1.4482980077445973e-05,-6.980150857316403e-08,2.4903578758239746
18,4.1432272155361716e-06,-5.3905596359982155e-06,-3.426363706588745
19,1.0228450264548883e-06,1.1471321386125055e-06,1.2729829549789429
20,1.5395922673633322e-05,-6.211057552718557e-07,1.6852658987045288
21,7.79982565290993e-06,-3.1758051477481786e-07,-2.7737534046173096
22,3.129226570308674e-06,-1.4443396878505155e-07,1.8141884803771973
23,-2.9310704121598974e-06,-5.198409098738921e-07,-1.3329540491104126
24,1.0588574696157593e-05,-6.354873107738968e-07,3.676769256591797
25,4.397382440401998e-07,-7.990310564309766e-07,0.9992844462394714
26,8.301920388475992e-06,-5.345960403246863e-07,-0.1695227324962616
27,-5.8563182392390445e-06,-1.1760090501411469e-06,0.1798761636018753
28,1.5187498320301529e-05,-3.084579986989411e-07,2.270477771759033
29,2.2294878363027237e-05,-1.2695064697254566e-06,-3.828160524368286
30,3.111737532890402e-05,-4.78807578474516e-07,3.475641965866089
31,6.623085027968045e-06,-6.743371727679914e-08,2.729729413986206
32,1.1907734915439505e-05,-3.8945029245951446e-07,-1.92925226688385
33,3.715725688380189e-05,1.6900087302929023e-06,2.460547924041748
34,1.2382067325233947e-05,-4.376580307052791e-07,2.458982229232788
35,9.042536476044916e-06,-1.8030683577308082e-06,2.3130786418914795
36,1.5883095329627395e-05,-7.792999099365261e-07,-4.069606304168701
37,3.2245193324342836e-06,-1.2303391940804431e-06,-1.115038275718689
38,8.582862392358948e-06,-1.477913087910565e-06,-1.948688268661499
39,8.930585863708984e-06,2.0692199598215666e-07,-1.8780436515808105
40,2.582302658993285e-05,-4.201428055239376e-06,-0.07757391780614853
41,1.2536670510598924e-05,-1.1293680017843144e-06,-2.1710827350616455
42,2.407047759334091e-05,-2.0698109892691718e-07,2.245884895324707
