Sample Index,DC Offset,SNR
0,5.100779389977106e-07,1.8508831090002786e-06,3.6772775650024414
1,-1.4373920294019626e-06,-0.00021329772425815463,-0.1288866549730301
2,8.416687791168442e-08,3.501530727589852e-06,-7.991293907165527
3,2.379256557105691e-06,9.155657494375191e-07,-2.085918426513672
4,-1.8093199116719916e-07,1.0465138302606647e-06,-1.0427519083023071
5,-6.815424967498984e-06,0.00029395814635790884,2.339884042739868
6,-1.1803668940046919e-06,-2.3202653665066464e-06,-6.308948516845703
7,-2.0396709032866056e-07,-1.965654064406408e-06,-6.941631317138672
8,1.7261188531847438e-06,-5.491662022905075e-07,5.5012617111206055
9,-1.8652137896424392e-06,1.1265120747339097e-06,-5.7633771896362305
10,-1.866738784883637e-06,-1.2281243471079506e-06,-8.681934356689453
11,-4.7451389946218114e-06,-4.280894074781827e-07,-3.3108644485473633
12,1.2825327075915993e-06,4.510046114347688e-09,-2.718602180480957
13,4.615909290350828e-07,-8.059813580985065e-07,-3.9787240028381348
14,-1.9742585664062062e-06,-1.5334750003148656e-07,-2.371481418609619
15,2.8472672397583665e-07,-1.4998532833487843e-06,-9.644821166992188
16,-4.5519659579440486e-06,-8.809454925540194e-07,-2.540469169616699
17,-4.835510480916128e-07,1.426540592319725e-07,-8.416543960571289
18,1.2980494830117095e-06,-9.242863256986311e-07,-7.982659816741943
19,-3.269808246386674e-07,1.1272230722170207e-06,-5.768765926361084
20,1.4713741620653309e-06,-1.2906875781482086e-06,3.9473774433135986
21,2.040565050265286e-07,2.0594906402493507e-07,-4.852272987365723
22,-2.9094387627992546e-06,-8.999814440358023e-07,-3.8218555450439453
23,-1.951716740222764e-06,1.2868416376932146e-07,-3.4973092079162598
24,-2.202905761805596e-06,2.427036065455468e-07,-1.6698427200317383
25,9.638024494051933e-07,-1.9609439050327637e-07,-5.2934770584106445
26,-5.56911345483968e-07,-7.004826496626038e-09,-4.860631942749023
27,-1.5048570958242635e-06,-2.048085434580571e-07,-0.3669416606426239
28,-1.4364812841449748e-06,-7.193639248725958e-07,-2.829134941101074
29,-1.3400074294622755e-06,-5.263183311399189e-07,-4.621959686279297
30,-1.2554112345242174e-06,4.0330593265025527e-07,-4.909948348999023
31,1.2098560091544641e-06,5.457946272713343e-08,-1.7422772645950317
32,-2.715860091484501e-06,-3.9378130622935714e-07,2.125369071960449
33,-5.054026814832469e-07,6.307563467089494e-07,-6.713628768920898
34,-7.66670325447194e-07,-2.725344359078008e-07,2.073673725128174
35,2.2568879103346262e-06,-5.329986265678599e-07,-2.5205416679382324
36,-1.4973405768614612e-06,-4.89976002882031e-07,0.27835285663604736
37,9.286571298616764e-07,-6.121518367763201e-07,-0.5484073162078857
38,-3.139639147775597e-06,-0.0005654411506839097,4.411081790924072
39,1.4157663486003003e-07,1.0705341537686763e-06,-5.981559753417969
40,6.420075351343257e-06,-3.850345251521503e-07,-4.858412742614746
41,-1.819854560380918e-06,-0.0003099160094279796,3.13364839553833
42,-1.4998643109720433e-06,3.6631593047786737e-07,-4.723294258117676
43,-3.952741280954797e-06,2.158756387871108e-06,-1.7186999320983887
44,-6.854103503428632e-06,5.910994786972879e-07,0.12840428948402405
45,3.3132172916339186e-07,-2.140955075446982e-06,-5.820878028869629
46,-1.754174604684522e-06,-3.783908084642462e-07,2.5956568717956543
47,-3.7211621020105667e-06,0.000267146184341982,-6.7119927406311035
48,-2.1077505607536295e-07,-6.234017178030626e-07,-3.9522063732147217
49,2.1911040448685526e-07,-2.968601222619327e-07,-1.6781325340270996
50,-1.353936681880441e-06,1.8801241594701423e-06,-5.480660915374756
51,4.891054686595453e-06,5.407158596426598e-07,5.485009670257568
52,2.1228827336017275e-06,6.642921448474226e-07,-4.131519317626953
53,-1.5317788211177685e-06,-7.989747814463044e-07,3.3469395637512207
54,-1.1001918664987898e-06,1.983763695534435e-07,-0.6299382448196411
55,2.393200873029855e-07,-1.2207152622067952e-06,-3.214118480682373
56,1.1731963240890764e-06,2.0813788523810217e-06,-0.8895421028137207
57,2.9364042575252824e-07,-7.823351779734367e-07,-4.3184990882873535
58,-2.098668346661725e-06,1.1391266525606625e-06,-3.8697025775909424
59,5.961488795946934e-07,3.182711054705578e-07,-6.1501665115356445
60,-1.4047096783542656e-06,9.316506179857242e-07,-9.4537935256958
61,-5.565854053202202e-07,-6.123897833276715e-07,-5.512053966522217
62,-7.409192676277598e-06,1.9132266970700584e-05,-0.7203248739242554
63,-1.0856772405531956e-06,4.9366451548849e-07,-2.82420015335083
64,3.022900898486114e-07,1.7058684989024187e-06,-8.249849319458008
65,-5.208077027418767e-07,-9.963641787180677e-07,-2.9153969287872314
66,2.854648073480348e-07,-1.7586182821105467e-06,-4.304610729217529
67,3.9175989741124795e-07,1.693399667601625e-06,-0.46873006224632263
68,1.5111639584119985e-07,1.0140794302060385e-06,-2.829326629638672
69,-3.5437140013527824e-06,-4.964665095030796e-06,-1.8288018703460693
70,-2.5493022803857457e-06,2.2283953171609028e-07,-0.7250581979751587
71,-4.338551207183627e-06,0.002045457949861884,-3.016482353210449
72,1.6625132559511258e-07,-2.0908447595502366e-07,-3.189058303833008
73,1.6887593119463418e-06,-1.2494740353474754e-08,0.11802048981189728
74,7.612151193825412e-07,1.6433280336514144e-07,-2.686443328857422
75,9.603986654838081e-07,3.501711205444735e-07,-4.5099053382873535
76,4.952782433065295e-07,-7.903019536570355e-07,-1.6239393949508667
77,4.043835133415996e-07,1.0243419268363141e-07,-1.2483057975769043
78,2.0629763639590237e-06,7.323129125325067e-08,-4.104609966278076
79,-4.413030012528907e-07,-8.360416359209921e-07,-2.577643394470215
80,3.456258127698675e-06,-9.684129054221557e-07,-4.440448760986328
81,5.964194542684709e-07,1.0600401765259448e-06,-0.3742644786834717
82,-8.707190772838658e-07,7.187086339399684e-07,-1.913515567779541
83,1.7409105339538655e-06,2.1944323691514e-07,-0.45764032006263733
84,1.666515117904055e-06,2.097934554967651e-07,-0.8426052927970886
85,-1.661636588323745e-06,1.9150138541590422e-06,-6.87485408782959
86,-3.7353970583353657e-06,-1.5217671034406521e-06,-1.7416517734527588
87,1.2231245705152105e-07,-1.5288911754396395e-06,-4.2019429206848145
88,3.176177870045649e-06,1.6229055290750694e-06,-6.112698554992676
89,7.809591693330731e-07,2.1139706518624735e-07,-0.49754050374031067
90,-1.5204371948129847e-06,-4.891533080808586e-07,-2.7612133026123047
91,-7.765207215015835e-07,-0.00010345726332161576,-4.482480049133301
92,-4.157981948083034e-06,-4.6203857095861167e-07,-2.1818766593933105
93,5.409167442849139e-06,5.163894911675015e-07,-8.903253555297852
94,2.2992626327322796e-06,1.5982440118023078e-06,-3.0234413146972656
95,-4.683023234974826e-06,3.090045765929972e-07,-5.659173011779785
96,2.166191137575879e-07,1.0063941999760573e-06,-5.540757656097412
97,-4.584183898259653e-06,-3.049478323191579e-07,-5.740284442901611
98,2.5049084797501564e-06,5.41720396540768e-07,-3.599574089050293
99,-2.6631391847331543e-06,1.721413354971446e-06,-9.16645622253418
100,-5.886116923647933e-06,1.218589051887875e-08,3.1270434856414795
101,-5.817256351292599e-06,3.405483539609122e-07,-1.7338449954986572
102,4.2297224922549503e-07,-7.867910767345165e-07,-4.18931770324707
103,-2.103249926221906e-06,-7.672044830542291e-07,-3.020211696624756
104,-1.3555051054936484e-06,-1.0921604598479462e-06,-1.7601063251495361
105,-1.3430276624148973e-07,1.6055251990110264e-06,-8.687423706054688
106,6.656262939941371e-06,-3.5746091953114956e-07,-1.7047749757766724
107,6.065629349905066e-07,-5.125394295646402e-07,-3.6775944232940674
108,-1.1214208370802226e-06,4.2772617803166213e-07,-3.2130041122436523
109,-1.9370131667528767e-06,-6.918022563695558e-07,-6.035125255584717
110,-5.147857677911816e-07,-8.811800216790289e-05,1.4858787059783936
111,-2.469066657795338e-07,-4.89081230625743e-07,-1.7684727907180786
112,-2.7984306143480353e-06,1.8305536286788993e-06,-5.164657115936279
113,-2.0315580968599534e-06,-2.724410705923219e-07,6.423652172088623
114,-6.113103836469236e-07,-4.4694152734336967e-07,-2.7181222438812256
115,8.622286600257212e-07,-2.0033610326208873e-07,-4.214333534240723
116,-1.2614638080776786e-06,6.806175179008278e-07,-6.109714031219482
117,-7.221847653227087e-08,7.911547754702042e-07,-5.379375457763672
118,-5.357451868803764e-07,1.6233730093517806e-06,-5.323352813720703
119,-7.191072199930204e-07,-0.0013821155298501253,2.4699368476867676
120,4.204214747005608e-06,8.740685757402389e-07,-4.277900695800781
121,-1.1986587367118773e-07,-1.2835204188377247e-06,-1.2271449565887451
122,2.277063231304055e-06,-1.0646853070284124e-06,-1.984860897064209
123,-6.719352768413955e-06,-5.260779403215565e-07,0.24553421139717102
124,-1.3277232255859417e-06,1.2658698551604175e-06,-2.860264778137207
125,-1.5796504158060998e-06,-2.0919078451697715e-06,-7.816439628601074
126,-2.1754258341388777e-06,2.7089566856375313e-07,-6.020200729370117
127,1.062510023075447e-06,-3.1115916954149725e-07,-8.912047386169434
128,1.7474563946962007e-06,-2.176624320782139e-07,-0.6482824683189392
129,7.860884352339781e-07,-1.9558903829874907e-07,-0.932599663734436
130,1.6495524732818012e-06,-4.749192044073425e-07,-4.730321407318115
131,-1.688621978246374e-06,-5.641376219500671e-07,-3.050346612930298
132,1.9166961919836467e-06,-7.09412006472121e-07,-2.0493295192718506
133,-1.8817559066519607e-07,2.0379626164412912e-07,-1.9608126878738403
134,1.6024373508116696e-06,-2.44708348873246e-06,-5.19265604019165
135,-6.643105052717146e-07,6.475875835576517e-08,-0.3397900462150574
136,-1.4096945051278453e-06,6.154123752821761e-07,-2.526552438735962
137,-2.495709850336425e-06,3.532291259489284e-08,-4.20934534072876
138,-3.284643980805413e-06,-5.075198146187176e-07,1.371280550956726
139,-2.2452165922004497e-06,-4.403743787406711e-07,-1.8709510564804077
