step_train_loss,epoch,step,val_loss,epoch_train_loss
11.922297477722168,0,0,,
7.11024808883667,0,1,,
8.558113098144531,0,2,,
6.166257381439209,0,3,,
2.802119731903076,0,4,,
4.5089640617370605,0,5,,
5.106787204742432,0,6,,
3.9115936756134033,0,7,,
2.021233081817627,0,8,,
1.4968873262405396,0,9,,
1.409730315208435,0,10,,
2.2206106185913086,0,11,,
1.889394998550415,0,12,,
1.4283658266067505,0,13,,
1.3219882249832153,0,14,,
1.7302615642547607,0,15,,
1.0534694194793701,0,16,,
1.1861803531646729,0,17,,
1.1140120029449463,0,18,,
1.1177756786346436,0,19,,
1.1451992988586426,0,20,,
1.079807162284851,0,21,,
1.0402209758758545,0,22,,
1.113078236579895,0,23,,
1.5238193273544312,0,24,,
1.091753363609314,0,25,,
1.0243433713912964,0,26,,
0.9969571232795715,0,27,,
0.9132503271102905,0,28,,
,0,28,1.2967116832733154,
,0,28,,2.6898179054260254
1.0469862222671509,1,29,,
1.0857484340667725,1,30,,
1.1507328748703003,1,31,,
1.0272563695907593,1,32,,
0.9868295788764954,1,33,,
1.0963314771652222,1,34,,
1.0682436227798462,1,35,,
1.084741234779358,1,36,,
1.0506027936935425,1,37,,
1.0155484676361084,1,38,,
0.9832336902618408,1,39,,
0.993094265460968,1,40,,
1.0488654375076294,1,41,,
0.9403480291366577,1,42,,
0.9873560667037964,1,43,,
0.9940521717071533,1,44,,
0.9721912145614624,1,45,,
0.9692062139511108,1,46,,
0.965563178062439,1,47,,
0.9747846722602844,1,48,,
0.9959477186203003,1,49,,
0.9868003129959106,1,50,,
0.9670805931091309,1,51,,
0.9916170835494995,1,52,,
0.9854061603546143,1,53,,
1.0183862447738647,1,54,,
0.9793941974639893,1,55,,
0.9630018472671509,1,56,,
0.9479413628578186,1,57,,
,1,57,1.25087308883667,
,1,57,,1.8496897220611572
0.963871955871582,2,58,,
0.9983763098716736,2,59,,
1.0449062585830688,2,60,,
0.9667173027992249,2,61,,
0.9408930540084839,2,62,,
1.0155051946640015,2,63,,
1.0157411098480225,2,64,,
1.0003067255020142,2,65,,
0.9839413166046143,2,66,,
0.9795836210250854,2,67,,
0.9627548456192017,2,68,,
0.9636343717575073,2,69,,
1.0024265050888062,2,70,,
0.9327847957611084,2,71,,
0.974867045879364,2,72,,
0.9751033186912537,2,73,,
0.9656510949134827,2,74,,
0.9649405479431152,2,75,,
0.9542498588562012,2,76,,
0.9720817804336548,2,77,,
1.0058437585830688,2,78,,
0.9846659302711487,2,79,,
0.9682400226593018,2,80,,
0.9863669872283936,2,81,,
0.9702933430671692,2,82,,
1.00026535987854,2,83,,
0.9672558307647705,2,84,,
0.9571461081504822,2,85,,
0.9476458430290222,2,86,,
,2,86,1.1585012674331665,
,2,86,,1.5591732263565063
0.9500691890716553,3,87,,
1.0022246837615967,3,88,,
1.071543574333191,3,89,,
0.9640697240829468,3,90,,
0.936306893825531,3,91,,
0.9953140020370483,3,92,,
0.9904793500900269,3,93,,
1.004862666130066,3,94,,
0.9889550805091858,3,95,,
0.9770348072052002,3,96,,
0.9641455411911011,3,97,,
0.9604552388191223,3,98,,
1.00967538356781,3,99,,
0.9275888800621033,3,100,,
0.9669212698936462,3,101,,
0.9652575850486755,3,102,,
0.9733962416648865,3,103,,
0.9634292721748352,3,104,,
0.9474895000457764,3,105,,
0.9653583765029907,3,106,,
1.018555760383606,3,107,,
0.9868404865264893,3,108,,
0.9676374197006226,3,109,,
0.9845291972160339,3,110,,
0.970022976398468,3,111,,
1.000187635421753,3,112,,
0.9658347964286804,3,113,,
0.9584782123565674,3,114,,
0.9332932233810425,3,115,,
,3,115,0.9628284573554993,
,3,115,,1.4134314060211182
0.9479622840881348,4,116,,
1.0082625150680542,4,117,,
1.081658124923706,4,118,,
0.9636792540550232,4,119,,
0.9335927367210388,4,120,,
0.998367190361023,4,121,,
