train_loss_step,epoch,step,val_loss,val_loss_ESR,val_loss_DC,train_loss_epoch,train_epoch_mean
10.426280975341797,0,0,,,,,
3.5996391773223877,0,1,,,,,
2.4901089668273926,0,2,,,,,
1.4561066627502441,0,3,,,,,
1.8577728271484375,0,4,,,,,
1.9121757745742798,0,5,,,,,
1.233493685722351,0,6,,,,,
1.2383060455322266,0,7,,,,,
1.0898574590682983,0,8,,,,,
1.0480228662490845,0,9,,,,,
1.0924725532531738,0,10,,,,,
1.2157762050628662,0,11,,,,,
1.1082032918930054,0,12,,,,,
1.0768673419952393,0,13,,,,,
1.089653730392456,0,14,,,,,
1.3152183294296265,0,15,,,,,
1.0225847959518433,0,16,,,,,
1.0050544738769531,0,17,,,,,
1.0485082864761353,0,18,,,,,
1.0543129444122314,0,19,,,,,
1.0414376258850098,0,20,,,,,
1.0362472534179688,0,21,,,,,
0.970712423324585,0,22,,,,,
1.0061402320861816,0,23,,,,,
1.0809129476547241,0,24,,,,,
1.0933674573898315,0,25,,,,,
1.0018351078033447,0,26,,,,,
0.9617524147033691,0,27,,,,,
1.0326766967773438,0,28,,,,,
,0,28,5.545217514038086,2.5566437244415283,0.03354545682668686,,
,0,28,,,,1.626937747001648,1.6070863008499146
1.0075241327285767,1,29,,,,,
1.0134748220443726,1,30,,,,,
1.1526365280151367,1,31,,,,,
1.0018310546875,1,32,,,,,
0.9835925102233887,1,33,,,,,
1.0925116539001465,1,34,,,,,
1.004888653755188,1,35,,,,,
1.0044409036636353,1,36,,,,,
1.0163400173187256,1,37,,,,,
1.0692989826202393,1,38,,,,,
1.1191579103469849,1,39,,,,,
1.135076880455017,1,40,,,,,
0.9957165122032166,1,41,,,,,
0.9798701405525208,1,42,,,,,
0.9862872958183289,1,43,,,,,
1.151666283607483,1,44,,,,,
0.9893937110900879,1,45,,,,,
1.0205992460250854,1,46,,,,,
1.1376781463623047,1,47,,,,,
1.0163542032241821,1,48,,,,,
0.9667671918869019,1,49,,,,,
0.9829439520835876,1,50,,,,,
1.019253134727478,1,51,,,,,
1.0498930215835571,1,52,,,,,
1.009917974472046,1,53,,,,,
0.9882428646087646,1,54,,,,,
0.9837375283241272,1,55,,,,,
0.9599501490592957,1,56,,,,,
0.660820484161377,1,57,,,,,
,1,57,10.226308822631836,5.504830360412598,0.7305591106414795,,
,1,57,,,,1.0295542478561401,1.0172368288040161
1.033551812171936,2,58,,,,,
1.0087249279022217,2,59,,,,,
1.0486079454421997,2,60,,,,,
0.9665147662162781,2,61,,,,,
0.9231975674629211,2,62,,,,,
0.997025728225708,2,63,,,,,
0.9994120597839355,2,64,,,,,
0.9913843870162964,2,65,,,,,
0.9812881946563721,2,66,,,,,
1.0140423774719238,2,67,,,,,
1.0119534730911255,2,68,,,,,
1.0126659870147705,2,69,,,,,
0.9548346400260925,2,70,,,,,
0.9704340696334839,2,71,,,,,
0.964564323425293,2,72,,,,,
1.1274867057800293,2,73,,,,,
0.9650095105171204,2,74,,,,,
0.974851131439209,2,75,,,,,
1.0459556579589844,2,76,,,,,
0.9720797538757324,2,77,,,,,
0.979143500328064,2,78,,,,,
0.9852043390274048,2,79,,,,,
0.9923070073127747,2,80,,,,,
1.0084983110427856,2,81,,,,,
0.9881066679954529,2,82,,,,,
0.9956095814704895,2,83,,,,,
0.9820489883422852,2,84,,,,,
0.9690133333206177,2,85,,,,,
0.6727677583694458,2,86,,,,,
,2,86,5.995601654052734,2.0864546298980713,0.264784574508667,,
,2,86,,,,0.9947662949562073,0.9840098023414612
1.0126891136169434,3,87,,,,,
0.9832737445831299,3,88,,,,,
1.017811894416809,3,89,,,,,
0.9471902251243591,3,90,,,,,
0.9192835688591003,3,91,,,,,
0.9926812052726746,3,92,,,,,
0.9928119778633118,3,93,,,,,
0.974635899066925,3,94,,,,,
0.9702615141868591,3,95,,,,,
1.0018271207809448,3,96,,,,,
0.9980146288871765,3,97,,,,,
0.9920880794525146,3,98,,,,,
0.9438372254371643,3,99,,,,,
0.9727228283882141,3,100,,,,,
0.9727504849433899,3,101,,,,,
1.1062363386154175,3,102,,,,,
0.9605015516281128,3,103,,,,,
0.9628710150718689,3,104,,,,,
1.0323699712753296,3,105,,,,,
0.975445032119751,3,106,,,,,
0.9835172295570374,3,107,,,,,
0.9913344383239746,3,108,,,,,
0.9943989515304565,3,109,,,,,
0.9791778326034546,3,110,,,,,
0.9839429259300232,3,111,,,,,
0.9975761771202087,3,112,,,,,
0.9823994040489197,3,113,,,,,
0.963677167892456,3,114,,,,,
0.6780705451965332,3,115,,,,,
,3,115,4.368634223937988,0.9649810791015625,0.006526235491037369,,
,3,115,,,,0.9855612516403198,0.9752895832061768
1.001635193824768,4,116,,,,,
0.9773609042167664,4,117,,,,,
1.004394769668579,4,118,,,,,
0.9456832408905029,4,119,,,,,
0.9203091859817505,4,120,,,,,
0.988140344619751,4,121,,,,,
0.9915297031402588,4,122,,,,,
0.970742404460907,4,123,,,,,
0.9651442170143127,4,124,,,,,
0.9953934550285339,4,125,,,,,
0.9869129061698914,4,126,,,,,
0.9820920825004578,4,127,,,,,
0.9437403082847595,4,128,,,,,
0.9718233346939087,4,129,,,,,
0.9689661264419556,4,130,,,,,
1.1044156551361084,4,131,,,,,
0.9565352201461792,4,132,,,,,
0.9580785036087036,4,133,,,,,
1.0200107097625732,4,134,,,,,
0.9717803597450256,4,135,,,,,
0.9881091117858887,4,136,,,,,
0.9928927421569824,4,137,,,,,
0.9866146445274353,4,138,,,,,
0.9692028164863586,4,139,,,,,
0.9884492754936218,4,140,,,,,
1.0073509216308594,4,141,,,,,
0.9836297035217285,4,142,,,,,
0.966297447681427,4,143,,,,,
0.6925529837608337,4,144,,,,,
,4,144,4.264793395996094,0.9646808505058289,0.0012149136746302247,,
,4,144,,,,0.9820780754089355,0.9724064469337463
1.0026081800460815,5,145,,,,,
0.9771177768707275,5,146,,,,,
1.016355276107788,5,147,,,,,
0.942348301410675,5,148,,,,,
0.9248392581939697,5,149,,,,,
1.0008329153060913,5,150,,,,,
0.9897522926330566,5,151,,,,,
0.9711797833442688,5,152,,,,,
0.9658232927322388,5,153,,,,,
1.0009793043136597,5,154,,,,,
0.9954848289489746,5,155,,,,,
0.9827907085418701,5,156,,,,,
0.9452216625213623,5,157,,,,,
0.9775061011314392,5,158,,,,,
0.9809214472770691,5,159,,,,,
1.105115294456482,5,160,,,,,
0.9559920430183411,5,161,,,,,
0.9570578336715698,5,162,,,,,
1.030105710029602,5,163,,,,,
0.9840997457504272,5,164,,,,,
0.991401731967926,5,165,,,,,
1.0071289539337158,5,166,,,,,
0.9982584714889526,5,167,,,,,
0.9627181887626648,5,168,,,,,
0.9940549731254578,5,169,,,,,
1.013479232788086,5,170,,,,,
0.9894688129425049,5,171,,,,,
0.9684639573097229,5,172,,,,,
0.701827347278595,5,173,,,,,
,5,173,4.230955600738525,0.9641520380973816,0.00142975605558604,,
,5,173,,,,0.9865075945854187,0.9769976139068604
1.0037102699279785,6,174,,,,,
0.9837101697921753,6,175,,,,,
1.0388188362121582,6,176,,,,,
0.9389484524726868,6,177,,,,,
0.9264835119247437,6,178,,,,,
1.017350196838379,6,179,,,,,
0.9913314580917358,6,180,,,,,
0.9715499877929688,6,181,,,,,
0.9659222960472107,6,182,,,,,
1.005247712135315,6,183,,,,,
1.0088719129562378,6,184,,,,,
0.9918758869171143,6,185,,,,,
0.9423415064811707,6,186,,,,,
0.9838017225265503,6,187,,,,,
0.9993176460266113,6,188,,,,,
1.1114232540130615,6,189,,,,,
0.9576345086097717,6,190,,,,,
0.957062840461731,6,191,,,,,
1.04483163356781,6,192,,,,,
1.0088363885879517,6,193,,,,,
0.9914291501045227,6,194,,,,,
1.004148244857788,6,195,,,,,
1.0099780559539795,6,196,,,,,
0.9730206727981567,6,197,,,,,
0.9906363487243652,6,198,,,,,
1.0178613662719727,6,199,,,,,
0.9929394125938416,6,200,,,,,
0.9581125974655151,6,201,,,,,
0.6831889152526855,6,202,,,,,
,6,202,4.242916584014893,0.9621931314468384,0.0021273514721542597,,
,6,202,,,,0.9920550584793091,0.981737494468689
0.9941316246986389,7,203,,,,,
0.973595142364502,7,204,,,,,
1.0124573707580566,7,205,,,,,
0.9412282109260559,7,206,,,,,
0.9286227822303772,7,207,,,,,
1.0005964040756226,7,208,,,,,
0.9867726564407349,7,209,,,,,
0.9646923542022705,7,210,,,,,
0.9621215462684631,7,211,,,,,
0.9962753057479858,7,212,,,,,
0.9938803315162659,7,213,,,,,
0.9831578135490417,7,214,,,,,
0.9422017931938171,7,215,,,,,
0.9770786166191101,7,216,,,,,
0.9831413626670837,7,217,,,,,
1.0991764068603516,7,218,,,,,
0.9553099870681763,7,219,,,,,
0.9540815949440002,7,220,,,,,
1.0269360542297363,7,221,,,,,
0.9942898750305176,7,222,,,,,
0.9909448027610779,7,223,,,,,
0.9955071210861206,7,224,,,,,
0.9956321120262146,7,225,,,,,
0.9640301465988159,7,226,,,,,
0.989261269569397,7,227,,,,,
1.0125480890274048,7,228,,,,,
0.9887294769287109,7,229,,,,,
0.9591367840766907,7,230,,,,,
0.6874426603317261,7,231,,,,,
,7,231,4.227062225341797,0.960860550403595,0.0010609325254336,,
,7,231,,,,0.9841521978378296,0.9742406606674194
0.991378664970398,8,232,,,,,
0.9721189141273499,8,233,,,,,
1.0087549686431885,8,234,,,,,
0.9428789615631104,8,235,,,,,
0.928979218006134,8,236,,,,,
1.002152442932129,8,237,,,,,
0.9882339835166931,8,238,,,,,
0.9645820260047913,8,239,,,,,
0.9621557593345642,8,240,,,,,
0.9960638880729675,8,241,,,,,
0.9926328063011169,8,242,,,,,
0.9824832081794739,8,243,,,,,
0.9441899061203003,8,244,,,,,
0.9763602018356323,8,245,,,,,
0.980819821357727,8,246,,,,,
1.1003953218460083,8,247,,,,,
0.9552570581436157,8,248,,,,,
0.9536307454109192,8,249,,,,,
1.0248404741287231,8,250,,,,,
0.9927892684936523,8,251,,,,,
0.9908959865570068,8,252,,,,,
0.9957827925682068,8,253,,,,,
0.9941518902778625,8,254,,,,,
0.9624609351158142,8,255,,,,,
0.9906376600265503,8,256,,,,,
1.0133695602416992,8,257,,,,,
0.9885141253471375,8,258,,,,,
0.9597876071929932,8,259,,,,,
0.681715190410614,8,260,,,,,
,8,260,4.211728096008301,0.9606337547302246,0.0008643434848636389,,
,8,260,,,,0.983816385269165,0.9737246036529541
0.989648163318634,9,261,,,,,
0.9705758094787598,9,262,,,,,
1.0067459344863892,9,263,,,,,
0.9413435459136963,9,264,,,,,
0.9286487698554993,9,265,,,,,
1.0023695230484009,9,266,,,,,
0.9878570437431335,9,267,,,,,
0.9647045135498047,9,268,,,,,
0.9596315622329712,9,269,,,,,
0.9951000809669495,9,270,,,,,
0.9923502206802368,9,271,,,,,
0.9812638759613037,9,272,,,,,
0.9428422451019287,9,273,,,,,
0.9769636392593384,9,274,,,,,
0.9824273586273193,9,275,,,,,
1.0958976745605469,9,276,,,,,
0.9548060297966003,9,277,,,,,
0.9527358412742615,9,278,,,,,
1.02666437625885,9,279,,,,,
0.9976553916931152,9,280,,,,,
0.9897831082344055,9,281,,,,,
0.9942026138305664,9,282,,,,,
0.9939498901367188,9,283,,,,,
0.9646180272102356,9,284,,,,,
0.9917558431625366,9,285,,,,,
1.0164482593536377,9,286,,,,,
0.9898573756217957,9,287,,,,,
0.9585531949996948,9,288,,,,,
0.6751672625541687,9,289,,,,,
,9,289,4.203024387359619,0.9585837721824646,0.0009876299882307649,,
,9,289,,,,0.9835631251335144,0.9732609987258911
0.985473096370697,10,290,,,,,
0.968414306640625,10,291,,,,,
0.9996840357780457,10,292,,,,,
0.9413662552833557,10,293,,,,,
0.9275431632995605,10,294,,,,,
0.9978046417236328,10,295,,,,,
0.9881860017776489,10,296,,,,,
0.964630126953125,10,297,,,,,
0.9576029777526855,10,298,,,,,
0.9925491809844971,10,299,,,,,
0.9885807633399963,10,300,,,,,
0.9786621928215027,10,301,,,,,
0.9424357414245605,10,302,,,,,
0.9751577377319336,10,303,,,,,
0.9779303073883057,10,304,,,,,
1.0917212963104248,10,305,,,,,
0.954217791557312,10,306,,,,,
0.9519990086555481,10,307,,,,,
1.0229077339172363,10,308,,,,,
0.995383083820343,10,309,,,,,
0.9886894226074219,10,310,,,,,
0.9919856786727905,10,311,,,,,
0.9898384809494019,10,312,,,,,
0.9621577858924866,10,313,,,,,
0.9925814270973206,10,314,,,,,
1.0162893533706665,10,315,,,,,
0.9891259670257568,10,316,,,,,
0.958551824092865,10,317,,,,,
0.66974276304245,10,318,,,,,
,10,318,4.190892219543457,0.956856906414032,0.000839284504763782,,
,10,318,,,,0.9814901947975159,0.9710763692855835
0.9823266863822937,11,319,,,,,
0.9667226076126099,11,320,,,,,
0.9938075542449951,11,321,,,,,
0.9410562515258789,11,322,,,,,
0.9260083436965942,11,323,,,,,
0.9944601655006409,11,324,,,,,
0.988707959651947,11,325,,,,,
0.9651480317115784,11,326,,,,,
0.9555730223655701,11,327,,,,,
0.9904599189758301,11,328,,,,,
0.9854803085327148,11,329,,,,,
0.9757784605026245,11,330,,,,,
0.9417476654052734,11,331,,,,,
0.9738689064979553,11,332,,,,,
0.9744517803192139,11,333,,,,,
1.087371826171875,11,334,,,,,
0.9538364410400391,11,335,,,,,
0.9515076279640198,11,336,,,,,
1.0201629400253296,11,337,,,,,
0.9933378100395203,11,338,,,,,
0.9872647523880005,11,339,,,,,
0.9900749921798706,11,340,,,,,
0.9863523840904236,11,341,,,,,
0.9600555896759033,11,342,,,,,
0.9938828349113464,11,343,,,,,
1.0164936780929565,11,344,,,,,
0.98818439245224,11,345,,,,,
0.9587135314941406,11,346,,,,,
0.6676381826400757,11,347,,,,,
,11,347,4.1801910400390625,0.9559951424598694,0.0005914091598242521,,
