Index,dry_DC,wet_DC,SNR
230,-7.450580430390374e-11,4.299683276087762e-09,0.800468921661377
231,-1.5744008319273917e-09,-2.175103874790807e-09,-2.9301366806030273
232,5.960464760645934e-11,-7.39266370342051e-10,2.8685898780822754
233,-3.312597973703646e-09,-4.587345614481819e-09,-3.787468910217285
234,2.2526364107378072e-10,4.785251639383148e-10,-2.1461753845214844
235,-1.9371509951682242e-10,1.008156669257687e-09,-4.061100482940674
236,-1.5739352043908639e-09,4.039611700701329e-10,1.172619104385376
237,-1.7099082150195954e-09,-1.9810395546215886e-09,4.9582295417785645
238,-2.980232380322967e-11,-6.072223279751654e-10,2.1373038291931152
239,-3.166496925777196e-11,1.8030404946856038e-09,-3.397087812423706
240,1.1920929521291868e-10,1.1675292954649308e-09,-0.656712532043457
241,-5.88479431851141e-10,1.8869759088602223e-09,-1.9423311948776245
242,-4.528556141192297e-10,-7.077586072767872e-09,-2.3481435775756836
243,-1.590698905928889e-09,1.9414583274368624e-09,0.018977930769324303
244,-1.3983808555551036e-09,-4.396424613251071e-10,-0.9574388861656189
245,-6.09550632191258e-10,8.042552734899289e-10,-1.771731972694397
246,-2.5536865955189114e-09,-8.291099473645147e-10,-0.7903807759284973
247,3.073364479577734e-11,-7.189810413699149e-10,-0.8779465556144714
248,-5.234032651735276e-10,1.8270802648601148e-09,-1.1962298154830933
249,7.674098023713327e-10,-2.8009525809835623e-09,-0.23048841953277588
250,5.606561881421612e-10,-5.968613603357653e-09,-3.1023290157318115
251,7.823109382520954e-10,9.024515579270087e-10,-2.2361698150634766
252,2.067536142291715e-10,6.529735641080947e-10,3.028379440307617
253,1.5646219042597664e-10,1.5890691540398905e-10,-3.2484612464904785
254,-2.3357569212123508e-09,-9.621726748676451e-10,0.6637914180755615
255,7.078051339481917e-11,-1.2083910538862597e-09,-0.38647788763046265
256,-1.5085097615497034e-09,1.3775425244944017e-09,-2.6785130500793457
257,1.9787111948943448e-09,4.223547733772648e-09,-2.7830564975738525
258,1.2172386432141025e-09,-1.5762634530958053e-09,-1.2294197082519531
259,-9.42032785111735e-10,-9.855720684015523e-10,0.19415703415870667
260,2.5704502415457853e-10,-9.728828853639016e-10,-2.0073585510253906
261,4.833098365963906e-09,2.0116568133499158e-10,6.255292892456055
262,-1.3969838619232178e-09,-1.3777753382626656e-09,0.33883577585220337
263,-1.4342367571362757e-10,-1.731619736489165e-09,-2.3437113761901855
264,-4.169531386821745e-09,-4.1944439588270654e-10,0.4856979250907898
265,-2.447050062581724e-10,-3.1769742392384615e-10,-2.60969877243042
266,1.490116086078075e-10,-6.705522248573459e-11,0.43117645382881165
267,-5.024485272286938e-10,-2.102227947275992e-09,0.5084799528121948
268,1.050531883706185e-09,-4.761386840357318e-10,-4.035279273986816
269,-5.4202975441342e-10,9.76724590096012e-10,-2.3544089794158936
270,-4.1211023482645714e-10,4.1996828237245154e-10,-2.1269941329956055
271,-6.798654972328677e-10,-4.398636566094183e-09,-2.916682243347168
272,1.0610092804341775e-09,3.3986289338372444e-09,3.2249810695648193
273,4.7497450417210985e-11,2.418411915172669e-09,1.3515651226043701
274,1.4596153175006066e-09,-6.87432472057381e-11,-0.1987687349319458
275,-3.0263327399637774e-09,-2.654269248836272e-09,0.362885057926178
276,-1.9939616624498058e-09,1.7193378942792492e-09,-2.2797460556030273
277,6.648478989568218e-10,-1.0137446437852304e-09,1.5734951496124268
278,-1.1436641633721933e-09,3.0496156711024014e-09,-1.0791712999343872
279,-1.3858080238904336e-09,1.0395888594416647e-09,3.070558547973633
280,1.0454095367151695e-09,1.745123934249193e-09,-1.103788137435913
281,-7.580965855069621e-10,6.118789364073507e-10,0.9640893936157227
282,2.1927990534464925e-09,6.7092478239771935e-09,0.05398222804069519
283,1.8969877058072626e-10,8.169445120387309e-10,-0.4139068126678467
284,-2.9179500482534593e-10,4.3684850181691104e-10,-0.4614429473876953
285,6.277114383834714e-10,2.745597083020357e-09,0.26930636167526245
286,-4.5634807044336867e-10,-2.548564248527896e-09,-2.172966241836548
287,3.3527611242867295e-11,-2.365792228786745e-09,-3.1294589042663574
288,-3.799796033376879e-10,1.6577541561701992e-09,-2.4576303958892822
289,5.9604643443123e-10,-1.4251563262845934e-09,3.9851269721984863
290,-2.2351741291171123e-10,3.428198391830506e-09,-0.8910844326019287
291,-2.747401472991129e-10,-1.0107178427531949e-09,-2.129366159439087
292,-4.689209021080387e-10,-4.2313477166544544e-09,0.9574943780899048
293,-1.423992257443274e-09,-2.7393689538968147e-09,5.84937858581543
294,4.866160599470426e-11,4.859175284366302e-10,-0.33626610040664673
295,-8.922070304784313e-10,3.371387613526622e-09,-1.9209855794906616
296,-8.081551539085297e-10,-3.847759000308315e-09,1.3711594343185425
297,2.738088367149061e-10,-3.4985132568721156e-09,-0.12383325397968292
298,7.227063392178934e-10,-7.433118121014104e-09,0.7942866683006287
299,-9.196810535350153e-10,4.1816383689052827e-10,1.1092222929000854
300,-1.4128163083881873e-09,1.0938383532277385e-09,-3.849637508392334
301,-6.62868815393125e-10,-2.2524617726560336e-09,-0.14728625118732452
302,-3.6344863230119984e-10,-2.736225690469496e-09,-3.8722829818725586
303,-1.5110708240229087e-09,-9.403448020250949e-10,-4.3748321533203125
304,-1.894310042160896e-09,-2.489076056377826e-09,-2.6332828998565674
305,-3.520399249890005e-10,-4.036119216621614e-10,-2.0111072063446045
306,-7.348134878348844e-10,-1.314096165216938e-09,-1.1007401943206787
307,1.6165431215853232e-09,-1.6626435783706484e-09,0.10997024178504944
308,1.5618280002627216e-09,4.866160252525731e-10,-2.629577159881592
309,-1.334119592577565e-09,7.965136328280664e-10,2.4738588333129883
310,2.901069939831302e-10,-3.4570692974966732e-09,-1.88736093044281
311,3.753229949055026e-10,2.445187385902159e-09,-2.0923590660095215
312,8.568167841893626e-10,-1.5774276329594272e-09,0.8072361350059509
313,-1.2773089252959835e-09,2.1385494763936919e-10,-2.1373488903045654
314,1.0058284066749579e-10,2.529821463426174e-09,2.967794895172119
315,-1.9974542020406716e-09,-1.9413419760638817e-09,0.7503997683525085
316,-5.727633922703035e-10,-2.5299378147991547e-09,-3.80989408493042
317,-9.177019699713185e-10,-3.889668587220285e-09,-1.6469687223434448
318,1.0114162840579866e-09,-1.6284175119452016e-09,-4.669894695281982
319,3.3504330421152417e-09,5.610636399921987e-10,-3.8446950912475586
320,4.856847146683663e-10,-8.284114505485718e-10,0.9715625643730164
321,5.709007155907386e-10,2.2270250921163637e-10,-1.2831690311431885
322,1.766136792369366e-09,2.2375025443555074e-10,0.8244984745979309
323,1.4454126784357868e-09,5.834736027665599e-10,-3.255509853363037
324,1.118052761484023e-09,-1.0068761380210844e-09,2.095482110977173
325,8.740462242862179e-10,-6.294576526677531e-10,-1.8845527172088623
326,-2.76369971352608e-09,-4.525645691533242e-10,-2.817373037338257
327,-1.4193356490110887e-09,-5.888868837011785e-10,-3.92958664894104
328,2.0023436242411208e-09,-2.500601115063006e-10,2.606814384460449
329,5.215406578829018e-11,7.003545521300225e-10,1.8642300367355347
330,1.4798715586294975e-09,1.4381367208216034e-09,-1.1793028116226196
331,-9.238719789195216e-10,-1.948443184573989e-09,-4.171704292297363
332,-3.380700996924446e-10,-1.6214326548080749e-09,0.5888943672180176
333,7.264316231880841e-11,-1.3667159071140134e-10,2.00349760055542
334,-5.159527249887219e-10,-2.901419104972547e-09,-0.47076350450515747
335,1.5832483934996588e-10,-4.0570738435441456e-10,-0.39470967650413513
336,-5.066395081243513e-10,-9.406358331132125e-11,-1.9259577989578247
337,1.6330741203773869e-09,-9.54256340612858e-10,-1.6282908916473389
338,8.990755362425773e-10,3.34007199676023e-09,-1.7465037107467651
339,8.139759422043369e-10,8.041970422922873e-10,-1.1172075271606445
340,-5.61587498726368e-10,4.13507228458343e-10,-1.3142484426498413
341,-6.733462121211176e-10,1.957989326228926e-09,-0.6680338978767395
342,1.6530975199824383e-10,-7.967464465963303e-10,-3.1420865058898926
343,6.677582931047255e-10,-1.5475088988026187e-09,-2.379087209701538
344,2.793967834868738e-10,5.037291139764477e-10,-0.7015445828437805
345,1.5799886954326325e-09,2.254731956696787e-09,6.355362892150879
346,1.583248462888598e-11,1.1986120984630588e-09,-3.494593620300293
347,-1.2973323526566105e-09,2.6398339070254906e-09,-1.1987879276275635
348,-1.6763805621433647e-11,1.6338890240774617e-09,-0.2159719318151474
349,9.168870662712436e-10,6.558839027448471e-10,0.34823670983314514
350,8.568167841893626e-10,-7.706694171716322e-10,0.6787616610527039
351,4.264293362865601e-10,-1.138425465008197e-09,-0.46445292234420776
352,-2.0908191844526414e-10,4.52651888194211e-10,-1.0818496942520142
353,2.9709190663140816e-10,3.545428672868667e-10,1.3988196849822998
354,1.7918646566528196e-09,1.8556602088271035e-10,0.8729895353317261
355,-1.8598511619671854e-09,-1.4752149501973122e-09,1.340076208114624
356,1.2014060857268305e-09,-1.8674182200584255e-09,0.17740827798843384
357,1.1269003091785024e-10,-2.438202528765032e-09,1.3845994472503662
358,2.7939677481325642e-12,1.6624107646023845e-09,0.8043190836906433
359,1.0610092804341775e-09,-7.72532093851197e-10,-2.7742159366607666
360,7.823109521298832e-11,1.979060526569043e-10,1.1315871477127075
361,1.0477378964424133e-09,9.536743617033494e-10,-0.6374539136886597
362,6.891787140972383e-10,-3.2817479289626306e-10,-2.4598958492279053
363,2.2042077052475406e-09,3.586756169848826e-10,-0.6304802894592285
364,-1.0441290054785668e-09,1.574691821382146e-09,1.1817097663879395
365,4.93600937900851e-10,5.29619859079844e-09,-0.4027082920074463
366,-2.2058375126476903e-09,5.41098388318062e-10,-4.276767730712891
367,-2.486398420487035e-09,2.1532178262617663e-09,1.2672864198684692
